0 1 2 
1 0 3 4 
2 0 5 6 
3 1 7 8 
4 1 9 10 
5 2 11 12 
6 2 13 14 
7 3 15 16 
8 3 17 18 
9 4 19 20 
10 4 21 22 
11 5 23 24 
12 5 25 26 
13 6 27 28 
14 6 29 30 
15 7 31 32 
16 7 33 34 
17 8 35 36 
18 8 37 38 
19 9 39 40 
20 9 41 42 
21 10 43 44 
22 10 45 46 
23 11 47 48 
24 11 49 50 
25 12 51 52 
26 12 53 54 
27 13 55 56 
28 13 57 58 
29 14 59 60 
30 14 61 62 
31 15 63 64 
32 15 65 66 
33 16 67 68 
34 16 69 70 
35 17 71 72 
36 17 73 74 
37 18 75 76 
38 18 77 78 
39 19 79 80 
40 19 81 82 
41 20 83 84 
42 20 85 86 
43 21 87 88 
44 21 89 90 
45 22 91 92 
46 22 93 94 
47 23 95 96 
48 23 97 98 
49 24 99 100 
50 24 101 102 
51 25 103 104 
52 25 105 106 
53 26 107 108 
54 26 109 110 
55 27 111 112 
56 27 113 114 
57 28 115 116 
58 28 117 118 
59 29 119 120 
60 29 121 122 
61 30 123 124 
62 30 125 126 
63 31 127 128 
64 31 129 130 
65 32 131 132 
66 32 133 134 
67 33 135 136 
68 33 137 138 
69 34 139 140 
70 34 141 142 
71 35 143 144 
72 35 145 146 
73 36 147 148 
74 36 149 150 
75 37 151 152 
76 37 153 154 
77 38 155 156 
78 38 157 158 
79 39 159 160 
80 39 161 162 
81 40 163 164 
82 40 165 166 
83 41 167 168 
84 41 169 170 
85 42 171 172 
86 42 173 174 
87 43 175 176 
88 43 177 178 
89 44 179 180 
90 44 181 182 
91 45 183 184 
92 45 185 186 
93 46 187 188 
94 46 189 190 
95 47 191 192 
96 47 193 194 
97 48 195 196 
98 48 197 198 
99 49 199 200 
100 49 201 202 
101 50 203 204 
102 50 205 206 
103 51 207 208 
104 51 209 210 
105 52 211 212 
106 52 213 214 
107 53 215 216 
108 53 217 218 
109 54 219 220 
110 54 221 222 
111 55 223 224 
112 55 225 226 
113 56 227 228 
114 56 229 230 
115 57 231 232 
116 57 233 234 
117 58 235 236 
118 58 237 238 
119 59 239 240 
120 59 241 242 
